author,statement,source,date,target,BinaryTarget,BinaryNumTarget
Ciara O'Rourke,“There are people trying to make legal age of consent 4 years old.”,Facebook posts,"31, October 2020",false,FAKE,0
Caleb McCullough,"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act.",Theresa Greenfield,"31, October 2020",half-true,FAKE,0
Tom Kertscher,"When Sen. Kelly Loeffler heard about the COVID-19 risk, she “focused on her own portfolio” and ""profited from the pandemic.""",Raphael Warnock,"31, October 2020",half-true,FAKE,0
Paul Schloesser,"Says Ann Wagner’s campaign ""has taken millions of dollars from special interests, more than almost anyone else in Congress.”",Democratic Congressional Campaign Committee,"30, October 2020",half-true,FAKE,0
William Skipworth,"""Mike Parson opposes protections for pre-existing conditions.”",Nicole Galloway,"30, October 2020",mostly-true,FAKE,0
Amy Sherman,“Miami-Dade reporting 23% of early ballots being rejected for missing signatures.”,Facebook posts,"30, October 2020",false,FAKE,0
Bill McCarthy,The number of coronavirus deaths is “almost nothing.”,Donald Trump Jr.,"30, October 2020",pants-fire,FAKE,0
Jill Terreri,"""I am for protecting pre-existing conditions. … I actually co-sponsored legislation to do just that.""",Chris Jacobs,"October • 30,",mostly-true,FAKE,0
Jon Greenberg,“Nobody's ever seen a number like this… (33.1%) economic growth is four times greater than what the experts expected.”,Donald Trump,"30, October 2020",half-true,FAKE,0
Louis Jacobson,"Says President Donald Trump ""thinks that $15 an hour minimum wage is too much for essential workers.""",Joe Biden,"30, October 2020",half-true,FAKE,0
Ciara O'Rourke,"“On 60 Minutes, Joe said he never met with Hunter and the Burisma CEO. Well, here he is with both.”",Viral image,"30, October 2020",false,FAKE,0
Ciara O'Rourke,Says YouTube removed Tucker Carlson’s interview with Tony Bobulinski.,Facebook posts,"30, October 2020",false,FAKE,0
Ciara O'Rourke,Says Jeff Foxworthy wrote a ‘fence test’ for Republicans and Democrats.,Facebook posts,"30, October 2020",false,FAKE,0
Ciara O'Rourke,“Joe Biden calls Pennsylvania voters who don’t support him ‘chumps.’”,Viral image,"30, October 2020",barely-true,FAKE,0
Brandon Mulder,Says Trump “didn’t campaign on cutting the debt” … “That’s not what he promised to do.”,Ted Cruz,"30, October 2020",false,FAKE,0
Noah Y.,“I can send every qualified person to a four-year college in their state for $150 billion.”,Joe Biden,"October • 30,",false,FAKE,0
Warren Fiske,“The majority of minimum wage workers...are mothers.”,Abigail Spanberger,"30, October 2020",false,FAKE,0
Paul Specht,"Says Dan Forest has “missed almost half of the Board of Education meetings during the pandemic.""",Roy Cooper,"30, October 2020",true,REAL,1
Jessica Calefati,“Major decision protecting voting rights in Pa. Ballots received after Election Day will not be counted.”,Justin Clark,"29, October 2020",barely-true,FAKE,0
Bill McCarthy,A Detroit TV station aired the election results a week early.,YouTube videos,"29, October 2020",half-true,FAKE,0
Jon Greenberg,"“When asked about court-packing, Biden's staff immediately escorts the camera out.”",Donald Trump,"29, October 2020",false,FAKE,0
Noah Crider,"Says U.S. Rep. Ann Wagner “voted five times against protecting pre-existing conditions.""",Jill Schupp,"29, October 2020",mostly-true,FAKE,0
Madison Black,“I have been very clear with DACA. Even in my campaign six years ago I stood for those Dreamers.”,Joni Ernst,"29, October 2020",half-true,FAKE,0
Ciara O'Rourke,Says Kamala Harris said looters are just feeding their hungry kids.,Facebook posts,"29, October 2020",false,FAKE,0
Ciara O'Rourke,"Says Jill Biden said, “Whatever is on Hunter’s laptop is not important.”",Viral image,"29, October 2020",false,FAKE,0
Eric Litke,My 2018 election was the first time Speaker Robin Vos has lost a Republican-held seat,Robyn Vining,"29, October 2020",true,REAL,1
Veronica Mohesky,“The Columbia school buildings in my district have the lowest test scores in all of Boone County.”,Cheri Toalson Reisch,"29, October 2020",barely-true,FAKE,0
Monique Curet,Joe Biden “wants to get rid of something called ‘stepped up basis’” that reduces inheritance taxes.,Facebook posts,"29, October 2020",true,REAL,1
Louis Jacobson,"Counting ballots for weeks after Election Day “is totally inappropriate, and I don't believe that's by our laws.""",Donald Trump,"28, October 2020",pants-fire,FAKE,0
Amy Sherman,Sen. Kamala Harris “may have broken laws” when she visited a voting site in Ohio,Facebook posts,"28, October 2020",false,FAKE,0
Victoria Knight,"“Because our family couldn’t afford health insurance, Obama/Biden penalized us about $10,000, then took that $10,000 and used it to pay for others’ free Obamacare. Trump ended that theft.”",Facebook posts,"28, October 2020",barely-true,FAKE,0
Phil Galewitz,"“Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts.”",Lindsey Graham,"28, October 2020",half-true,FAKE,0
Rachel Bluth,"Drivers will “get guaranteed earnings, health care benefits, personal protections, and they can maintain their flexible schedules.”",Lyft,"28, October 2020",half-true,FAKE,0
Ciara O'Rourke,Photo shows Joe Biden’s license plate says “THEBIGGUY.”,Viral image,"28, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,"Says Clint Eastwood called Joe Biden an “incompetent, lying, flip-flopping, insincere, double-talking, radical socialist.”",Viral image,"28, October 2020",pants-fire,FAKE,0
Delaney Geiger,“Now with the COVID-19 … more people are dependent on drugs or alcohol.”,Joe Manchin,"28, October 2020",mostly-true,FAKE,0
Hayat Norimine,Says someone tried to suppress votes by disguising trash cans as ballot boxes.,Instagram posts,"28, October 2020",false,FAKE,0
Amy Sherman,"“In Nevada, they want to have a thing where you don’t have to have any verification of the signature” on ballots.",Donald Trump,"28, October 2020",false,FAKE,0
Laura Schulte,An “anti-Black Lives Matter” flag replaced the American flag behind President Trump during a Waukesha campaign rally.,Facebook posts,"28, October 2020",mostly-true,FAKE,0
Clara Hendrickson,Upton “voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions”,Jon Hoadley,"28, October 2020",mostly-true,FAKE,0
Jon Greenberg,Says North Carolina just landed an auto plant.,Donald Trump,"28, October 2020",false,FAKE,0
Jessica Calefati,“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”,Donald Trump,"28, October 2020",false,FAKE,0
Paul Specht,On confirming a Supreme Court justice nominee in a presidential election year.,Thom Tillis,"27, October 2020",full-flop,FAKE,0
Jill Terreri,"“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”",Chris Jacobs,"October • 27,",true,REAL,1
Bill McCarthy,"“President Obama would never give them long-term funding, and I did … I saved historically Black colleges and universities.”",Donald Trump,"27, October 2020",barely-true,FAKE,0
Miriam Valverde,Says Joe Biden said “Why am I doing this? Why? What is my real aim?”,Donald Trump,"27, October 2020",false,FAKE,0
Samantha Putterman,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,Instagram posts,"27, October 2020",false,FAKE,0
Jon Greenberg,“More suicide deaths than coronavirus death past two months.”,Tom Brady,"27, October 2020",false,FAKE,0
Tom Kertscher,"""Joe Biden says he supports sex changes for kids.""",American Principles Project,"27, October 2020",false,FAKE,0
Eric Litke,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,Donald Trump,"27, October 2020",false,FAKE,0
Daniel Funke,“CAN I CHANGE MY VOTE? ... The answer in most states is YES.”,Donald Trump,"27, October 2020",barely-true,FAKE,0
Daniel Funke,Says Hunter Biden “died of a crack overdose.”,Facebook posts,"27, October 2020",false,FAKE,0
Jon Greenberg,“Biden admits to voter fraud.”,Kayleigh McEnany,"27, October 2020",false,FAKE,0
Samantha Putterman,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",Facebook posts,"27, October 2020",half-true,FAKE,0
Samantha Putterman,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,Facebook posts,"27, October 2020",false,FAKE,0
Tom Kertscher,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",Sri Preston Kulkarni,"27, October 2020",false,FAKE,0
Daniel Funke,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",Facebook posts,"26, October 2020",false,FAKE,0
Bill McCarthy,"""We have a mayor in D.C. who formed a commission with recommendations. Her recommendation is: Take down the Washington Monument, close up the Lincoln Monument.""",Donald Trump,"26, October 2020",barely-true,FAKE,0
Tom Kertscher,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",Scott Perry,"26, October 2020",false,FAKE,0
Rachel Schilke,"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""",Joni Ernst,"26, October 2020",mostly-true,FAKE,0
Daniel Funke,A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.,Viral image,"26, October 2020",half-true,FAKE,0
Miriam Valverde,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,Bloggers,"25, October 2020",false,FAKE,0
Noah Y.,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",Facebook posts,"October • 25,",false,FAKE,0
Ciara O'Rourke,Says Joe Biden had an iPad at his podium during the debate.,Facebook posts,"25, October 2020",false,FAKE,0
Amy Sherman,"Says Donald Trump “voted twice” in the Nov. 3, 2020 election",Facebook posts,"25, October 2020",pants-fire,FAKE,0
Haley BeMiller,"""Generally the deaths are still pretty flat because we've flattened the curve.”",Ron Johnson,"23, October 2020",barely-true,FAKE,0
Bill McCarthy,"As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”",Joe Biden,"23, October 2020",barely-true,FAKE,0
Brandon Mulder,Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”,Roger Williams,"23, October 2020",false,FAKE,0
Hayat Norimine,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.",Viral image,"23, October 2020",barely-true,FAKE,0
Tom Kertscher,"Says Karen Handel ""slashed the Centers for Disease Control's ability to fight diseases, cutting millions in research funding.""",Lucy McBath,"23, October 2020",barely-true,FAKE,0
Stephanie Stapleton,"Says Donald Trump “is pushing to slash Medicare benefits.""",Joe Biden,"23, October 2020",half-true,FAKE,0
William Skipworth,"Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""",Nicole Galloway,"23, October 2020",mostly-true,FAKE,0
Benjamin Brink,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",Vicky Hartzler,"23, October 2020",false,FAKE,0
Clara Hendrickson,Michigan has been “like a prison” during the coronavirus.,Donald Trump,"23, October 2020",false,FAKE,0
Daniel Funke,Says Donald Trump said “good” during the final presidential debate in reference to families being separated at the border.,Facebook posts,"23, October 2020",false,FAKE,0
Eric Litke,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",Donald Trump,"23, October 2020",false,FAKE,0
Victoria Knight,"“They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.”",Donald Trump,"23, October 2020",pants-fire,FAKE,0
Samantha Putterman,"“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”",Donald Trump,"23, October 2020",barely-true,FAKE,0
Louis Jacobson,"""We are rounding the turn (on coronavirus). We are rounding the corner.""",Donald Trump,"23, October 2020",false,FAKE,0
Jessica Calefati,Pennsylvania “never opened.”,Donald Trump,"22, October 2020",false,FAKE,0
Miriam Valverde,Says Mark Kelly took to space a “Chinese communist banner.”,Martha McSally,"22, October 2020",false,FAKE,0
Monique Curet,"Says “Joe & Jill Biden’s income went from $396,456 in 2016, to $16,596,979 in 2017-2019. Anyone else want to know where that money is coming from?”",Facebook posts,"22, October 2020",half-true,FAKE,0
Daniel Funke,The “3 red stripes” in Joe Biden’s campaign logo refer to a Chinese socialist slogan.,Facebook posts,"22, October 2020",pants-fire,FAKE,0
Monique Curet,"Says Biden said, ""The day after I’m elected I will let you know what I stand for, bc if I tell you now it will be all over the news.""",Facebook posts,"22, October 2020",barely-true,FAKE,0
Ciara O'Rourke,"Kamala Harris’ husband said, “I am married to the next president of the United States.”",Facebook posts,"22, October 2020",barely-true,FAKE,0
Ciara O'Rourke,A video shows ballots being changed in Maryland.,Facebook posts,"22, October 2020",false,FAKE,0
Ciara O'Rourke,“Leftists” sent “Proud Boys” emails threatening Democratic voters.,Bloggers,"22, October 2020",false,FAKE,0
Tom Kertscher,"""California sends 440,000 ballots to ineligible voters.""",Instagram posts,"22, October 2020",false,FAKE,0
Paul Specht,Says Dan Forest wants to use tax dollars “to help rich people send their kids to private school using vouchers.”,Roy Cooper,"21, October 2020",half-true,FAKE,0
Amy Sherman,“Phony” ballots “were printed without my name on it.”,Donald Trump,"21, October 2020",barely-true,FAKE,0
Bill McCarthy,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,Donald Trump,"21, October 2020",false,FAKE,0
Ciara O'Rourke,"In the plot to kidnap Michigan Gov. Gretchen Whitmer, “the perps were ANTIFA and BLM anarchists.”",Viral image,"21, October 2020",barely-true,FAKE,0
Eric Litke,"You can vote in Wisconsin with a photo ID ""even if that ID is expired or you've moved.""",Gwen Moore,"21, October 2020",mostly-true,FAKE,0
Samantha Putterman,Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,Facebook posts,"21, October 2020",false,FAKE,0
Daniel Funke,"“Hunter Biden was chairman of the World Food Program, which just won the Nobel Peace Prize. Eric Trump, Donald J Trump Jr, Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer.""",Left Action,"21, October 2020",false,FAKE,0
Noah Y.,Photo shows Joe Biden next to a man seen in a sex sting video.,Facebook posts,"October • 21,",pants-fire,FAKE,0
Amy Sherman,Says “we will know which candidate you voted for.”,Emails,"21, October 2020",pants-fire,FAKE,0
Victoria Knight,“We saved 2 million people” from dying of COVID-19.,Donald Trump,"21, October 2020",barely-true,FAKE,0
Jessica Calefati,“The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.”,Joe Biden,"21, October 2020",false,FAKE,0
Bill McCarthy,"Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.”",Facebook posts,"20, October 2020",false,FAKE,0
Amy Sherman,"“15 days left to vote BUT if you are voting by mail, you need to vote TODAY. USPS says it needs a 14 day roundtrip to be counted on election day.”",Instagram posts,"20, October 2020",half-true,FAKE,0
Amy Sherman,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.,Bloggers,"20, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,A photo shows women who “gathered to scream at Trump through their vaginas.”,Viral image,"20, October 2020",false,FAKE,0
Daniel Funke,"Says “Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop.”",Facebook posts,"20, October 2020",false,FAKE,0
Hayat Norimine,A mansion in photo is Joe Biden’s house.,Eric Trump,"20, October 2020",barely-true,FAKE,0
Nusaiba Mizan,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",Mike Pence,"20, October 2020",false,FAKE,0
Ciara O'Rourke,Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,Viral image,"20, October 2020",false,FAKE,0
Warren Fiske,Abigail Spanberger and other Democrats “voted to spend public funds on their political campaigns; up to $5 million...”,Nick Freitas,"20, October 2020",half-true,FAKE,0
Monique Curet,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",Facebook posts,"20, October 2020",half-true,FAKE,0
Amy Sherman,"Pennsylvania rejected 372,000 mail-in ballots",Facebook posts,"19, October 2020",false,FAKE,0
Ciara O'Rourke,"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”",Facebook posts,"19, October 2020",pants-fire,FAKE,0
Miriam Valverde,"Speaking of the federal debt before the coronavirus pandemic, “we were starting to get that number down.”",Donald Trump,"19, October 2020",false,FAKE,0
Aneri Pattani,“Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs.”,Facebook posts,"19, October 2020",mostly-true,FAKE,0
Jon Greenberg,"Says ""David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices.""",AFSCME,"19, October 2020",mostly-true,FAKE,0
Tom Kertscher,"""Nancy Mace denies climate change.""",Joe Cunningham,"19, October 2020",mostly-true,FAKE,0
Noah Y.,“WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.”,Facebook posts,"October • 19,",false,FAKE,0
Ciara O'Rourke,"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",Facebook posts,"19, October 2020",false,FAKE,0
Ilana Strauss,“Federal law requires people to speak English to be naturalized as American citizens.”,Facebook posts,"19, October 2020",mostly-true,FAKE,0
Hayat Norimine,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,Facebook posts,"18, October 2020",false,FAKE,0
Hayat Norimine,Says Nancy Pelosi was photographed with the Manson Family.,Facebook posts,"18, October 2020",pants-fire,FAKE,0
Minh Connors,Says he “fully funded Missouri K-12 education for the first time in state history.”,Caleb Rowden,"16, October 2020",false,FAKE,0
Ciara O'Rourke,"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",Instagram posts,"16, October 2020",false,FAKE,0
Tom Kertscher,"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",Congressional Leadership Fund,"16, October 2020",half-true,FAKE,0
Amy Sherman,“Jaime Harrison is being left off of South Carolina ballots”,Facebook posts,"16, October 2020",false,FAKE,0
Jill Terreri,"""We're No. 46 out of 50 states... we're 46th in terms of percentage of deaths in nursing homes.""",Andrew Cuomo,"October • 16,",barely-true,FAKE,0
Ciara O'Rourke,Says Joe Biden calls Donald Trump’s supporters the dregs of society.,Viral image,"16, October 2020",false,FAKE,0
Daniel Funke,Says Joe Biden’s “capital gains tax means that when you sell your home you’ll owe taxes of 40% of your profit!”,Facebook posts,"16, October 2020",barely-true,FAKE,0
Ciara O'Rourke,"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",Viral image,"16, October 2020",pants-fire,FAKE,0
Clara Hendrickson,“Hoadley called women ‘breeders.’... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.”,Congressional Leadership Fund,"16, October 2020",barely-true,FAKE,0
Miriam Valverde,"Changes to DACA during his administration are ""because of the pandemic.""",Donald Trump,"15, October 2020",false,FAKE,0
Louis Jacobson,"""They eliminated the funding for community policing.""",Joe Biden,"15, October 2020",false,FAKE,0
Bill McCarthy,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",Tucker Carlson,"15, October 2020",false,FAKE,0
Paul Specht,"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",Roy Cooper,"15, October 2020",true,REAL,1
Samantha Putterman,"Says Amy Coney Barrett said ""calling a Black employee the N-word does not make for a hostile work environment.""",Facebook posts,"15, October 2020",half-true,FAKE,0
Victoria Knight,“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,Donald Trump,"15, October 2020",false,FAKE,0
Noah Y.,"Says Steve Bullock “failed to act” when his “most senior political aide was caught sexually harassing women. Bullock knew about the harassment but said nothing, remaining silent when the aide took another job where he harassed women again.”",National Republican Senatorial Committee,"October • 15,",half-true,FAKE,0
D.L. Davis,“BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.”,Facebook posts,"15, October 2020",false,FAKE,0
Ciara O'Rourke,A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,Viral image,"15, October 2020",false,FAKE,0
Melissa Stone,“West Virginia has one of the greatest percentages of veterans in any state.”,Jim Justice,"15, October 2020",true,REAL,1
Camren Gandee,"""Nearly 800 million opioid pills were shipped to WV, amounting to 433 pills for every man, woman, and child in the state.”",David McKinley,"15, October 2020",mostly-true,FAKE,0
Amy Sherman,Says Joe Biden is a socialist.,Donald Trump,"15, October 2020",false,FAKE,0
Laura Schulte,"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",Chris Kapenga,"15, October 2020",false,FAKE,0
Daniel Funke,"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",Tweets,"14, October 2020",pants-fire,FAKE,0
Samantha Putterman,Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,John Cornyn,"14, October 2020",false,FAKE,0
Jessica Calefati,“We’re putting our great coal miners back to work.”,Donald Trump,"14, October 2020",barely-true,FAKE,0
William Skipworth,"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",Uniting Missouri PAC,"14, October 2020",false,FAKE,0
Miriam Valverde,Says Martha McSally “voted to take away money from Fort Huachuca to pay for the border wall.”,Mark Kelly,"14, October 2020",half-true,FAKE,0
Tom Kertscher,"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",Tommy Tuberville,"14, October 2020",false,FAKE,0
Bill McCarthy,"Says Joe Biden said, “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Facebook posts,"14, October 2020",barely-true,FAKE,0
Madeline Heim,"No one under 20 has died of COVID-19, and ""it has not actually been determined yet"" that anyone under 20 can spread it to an older person",Van Wanggaard,"14, October 2020",barely-true,FAKE,0
Amy Sherman,"“With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago.”",Mike Pence,"14, October 2020",half-true,FAKE,0
Ciara O'Rourke,"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",Viral image,"13, October 2020",false,FAKE,0
Samantha Putterman,Says Amy Coney Barrett said that breastfeeding babies is child molestation.,Facebook posts,"13, October 2020",pants-fire,FAKE,0
Louis Jacobson,"""Biden's plan is a 14% tax hike on middle class families.""",Donald Trump,"13, October 2020",false,FAKE,0
Victoria Knight,"“The reality is when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.”",Mike Pence,"13, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",Viral image,"13, October 2020",pants-fire,FAKE,0
Ciara O'Rourke,“CDC just cancelled Halloween for kids.”,Viral image,"13, October 2020",false,FAKE,0
Hayat Norimine,Says Joe Biden took a knee during the national anthem.,Facebook posts,"13, October 2020",false,FAKE,0
Noah Y.,"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",Facebook posts,"October • 13,",pants-fire,FAKE,0
Hayat Norimine,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,"13, October 2020",false,FAKE,0
Ciara O'Rourke,“Jeffrey Epstein found living in New Mexico!”,Facebook posts,"13, October 2020",pants-fire,FAKE,0
Bill McCarthy,"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",Joe Biden,"13, October 2020",false,FAKE,0
Ciara O'Rourke,"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",Facebook posts,"13, October 2020",false,FAKE,0
Chris Nichols,“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,Facebook posts,"13, October 2020",false,FAKE,0
Ciara O'Rourke,“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,Facebook posts,"12, October 2020",false,FAKE,0
Madison Czopek,"Image quotes Sen. Ted Cruz as saying, “In the last election, 54 million evangelical Christians stayed home. If Christians will simply show up and vote our values, we’ll turn this country around.”",Viral image,"12, October 2020",half-true,FAKE,0
Samantha Putterman,No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,Facebook posts,"12, October 2020",barely-true,FAKE,0
Tom Kertscher,Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians’ campaigns to pay for personal expenses and TV ads.,Nancy Mace,"12, October 2020",half-true,FAKE,0
Noah Y.,"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",National Republican Congressional Committee,"October • 12,",false,FAKE,0
Bill McCarthy,Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.,Bloggers,"12, October 2020",barely-true,FAKE,0
Ciara O'Rourke,"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",Viral image,"12, October 2020",false,FAKE,0
Nusaiba Mizan,"“All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.",Joe Biden,"12, October 2020",mostly-true,FAKE,0
Ciara O'Rourke,"During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",Facebook posts,"12, October 2020",barely-true,FAKE,0
Rebecca Catalanello,Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,Facebook posts,"12, October 2020",false,FAKE,0
Bill McCarthy,"Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",Donald Trump,"11, October 2020",barely-true,FAKE,0
Kiannah Sepeda-Miller,Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”,Jim Oberweis,"11, October 2020",false,FAKE,0
Ilana Strauss,"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",Facebook posts,"10, October 2020",false,FAKE,0
Paul Specht,"Says Thom Tillis voted “against a pay raise for a military, while voting for a pay raise for himself.”",VoteVets.org,"9, October 2020",barely-true,FAKE,0
Amy Sherman,"During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",Republican Party of Florida,"9, October 2020",false,FAKE,0
Samantha Putterman,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,Donald Trump,"9, October 2020",false,FAKE,0
Ciara O'Rourke,Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,Viral image,"9, October 2020",pants-fire,FAKE,0
Tom Kertscher,"When Sara Gideon “knew the truth about” sexual allegations against a state lawmaker, “she could have called for an immediate investigation, but didn’t…Gideon knew for months, using her power to cover up.”",National Republican Senatorial Committee,"9, October 2020",barely-true,FAKE,0
Brandon Mulder,Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”,Greg Abbott,"9, October 2020",barely-true,FAKE,0
Madison Czopek,"Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",Nikki Haley,"9, October 2020",false,FAKE,0
Ciara O'Rourke,"An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",Viral image,"9, October 2020",half-true,FAKE,0
Haley BeMiller,"Says the U.S. House’s COVID-19 relief bill, advanced by Democrats, “strips states of their right to administer elections.”",Glenn Grothman,"9, October 2020",false,FAKE,0
Eric Litke,Says ballots in Wisconsin “are being dumped in rivers” or creeks.,Donald Trump,"9, October 2020",false,FAKE,0
Miriam Valverde,Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”,Mike Pence,"9, October 2020",false,FAKE,0
Daniel Funke,"As vice president, Kamala Harris would “defund, dismantle, and dissolve police departments.”",Mike Pence,"8, October 2020",false,FAKE,0
Aaron Sharockman,"“Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",Bloggers,"8, October 2020",false,FAKE,0
Noah Y.,Says Joe Biden is proposing a tax increase that’s “the largest in American history.”,Preserve America PAC,"October • 8,",false,FAKE,0
